1,"はちま起稿","http://blog.esuteru.com/","http://blog.esuteru.com/index.rdf"
2,"ハムスター速報","http://hamusoku.com/","http://hamusoku.com/index.rdf"
3,"痛いニュース","http://blog.livedoor.jp/dqnplus/","http://blog.livedoor.jp/dqnplus/index.rdf"
